Session Day of Week,Session Date,Custom Player Id,Player Name,Player Last Name,Player Position,Drill Title,Distance Total,High Speed Running (Absolute),High Speed Running (Relative),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Sprints,Fatigue Index,HML Distance,HML Distance Per Minute,HML Efforts,Distance Z5ToZ6,Accelerations,Max Acceleration,Accelerations Z4 to Z6,Decelerations,Distance Per Min,Max Speed,Dynamic Stress Load,Step Balance,Deceleration Z4 to Z6,Metabolic Distance Zone 6,HSR Per Minute (Relative),Session Type,Session Week Number,Total Time,Accelerations Z3 to Z6,Distance Zone 6 (Relative),Distance Z5ToZ6Ab,Time In Red Zone,Total Loading
Thursday,01/08/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,RONDO POR EQUIPOS,411.28,3.44,3.44,0,0.33,0,0,0.39,63.51,6.14,6,3.44,12,5.94,12,11,39.79,21.38,7.22,-0.02,11,64.21,0.33,MatchDayMinusTwo,31,0:10:20,28,0,3.44,0:00:00,0
Thursday,01/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,RONDO POR EQUIPOS,357.88,0,0,0,0,0,0,0.47,37.23,3.6,4,0,5,4.74,5,3,34.62,19.4,7.36,0.07,3,39.06,0,MatchDayMinusTwo,31,0:10:20,15,0,0,0:00:00,0
Thursday,01/08/2024,,ALEX KREHL,KREHL,DELANTERO,RONDO POR EQUIPOS,366.75,1.12,1.12,0,0.11,0,0,1.03,41.06,3.97,5,1.12,5,5.14,5,4,35.48,20.3,16.89,0.01,4,41.06,0.11,MatchDayMinusTwo,31,0:10:20,13,0,1.12,0:00:00,0
Thursday,01/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,RONDO POR EQUIPOS,385.96,13.19,13.19,0,1.28,0,0,0.88,59.89,5.79,6,13.19,6,5.63,6,5,37.34,22.61,15.59,0.05,5,61.02,1.28,MatchDayMinusTwo,31,0:10:20,17,0,13.19,0:00:00,0
Thursday,01/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,RONDO POR EQUIPOS,349.34,3.95,3.95,0,0.38,0,0,0.7,49.53,4.79,5,3.95,5,5.2,5,6,33.8,20.84,11.11,0.01,6,50.6,0.38,MatchDayMinusTwo,31,0:10:20,12,0,3.95,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,RONDO POR EQUIPOS,419.45,3.36,3.36,0,0.33,0,0,1.25,67.99,6.58,8,3.36,6,5.59,6,5,40.58,20.34,24.27,0.04,5,69.52,0.33,MatchDayMinusTwo,31,0:10:20,20,0,3.36,0:00:00,0
Thursday,01/08/2024,,ROJO ,,CENTROCAMPISTA,RONDO POR EQUIPOS,371.53,2.78,2.78,0,0.27,0,0,0.5,46.96,4.54,5,2.78,5,5.11,5,3,35.94,20.16,8.48,-0.01,3,48.55,0.27,MatchDayMinusTwo,31,0:10:20,13,0,2.78,0:00:00,0
Thursday,01/08/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,RONDO POR EQUIPOS,479.57,9.03,9.03,0,0.87,0,0,0.58,64.48,6.24,7,9.03,6,5.52,6,6,46.39,21.17,12.68,-0.03,6,64.95,0.87,MatchDayMinusTwo,31,0:10:20,24,0,9.03,0:00:00,0
Thursday,01/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,RONDO POR EQUIPOS,424.45,2.24,2.24,0,0.22,0,0,0.78,65.07,6.29,7,2.24,7,5.72,7,8,41.06,20.3,15.26,-0.02,8,67.18,0.22,MatchDayMinusTwo,31,0:10:20,24,0,2.24,0:00:00,0
Thursday,01/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,RONDO POR EQUIPOS,392.94,1.12,1.12,0,0.11,0,0,0.59,41.02,3.97,4,1.12,5,5.09,5,4,38.01,20.34,10.47,-0.04,4,41.44,0.11,MatchDayMinusTwo,31,0:10:20,14,0,1.12,0:00:00,0
Thursday,01/08/2024,,DAVID AMIGO,AMIGO,DELANTERO,TECNICA DE CARRERA,278.06,27,27,0,7.84,0,0,0.51,57.97,16.82,4,27,1,3.51,1,0,80.71,23.11,6.91,-0.02,0,57.97,7.84,MatchDayMinusTwo,31,0:03:26,6,0,27,0:00:00,0
Thursday,01/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,TECNICA DE CARRERA,311.45,43.64,43.64,0,12.67,0,0,1.09,72.87,21.15,4,43.64,0,2.43,0,0,90.41,24.41,16.63,0.07,0,73.96,12.67,MatchDayMinusTwo,31,0:03:26,4,0,43.64,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,TECNICA DE CARRERA,283.19,27.63,27.63,0,8.02,0,0,0.88,58.31,16.92,4,27.63,1,3.13,1,2,82.2,23.04,12.08,0,2,59.64,8.02,MatchDayMinusTwo,31,0:03:26,4,0,27.63,0:00:00,0
Thursday,01/08/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,TECNICA DE CARRERA,279.71,40.12,40.12,0,11.65,0,0,0.89,63.54,18.44,4,40.12,1,3.16,1,0,81.19,24.23,12.09,0.17,0,64.12,11.65,MatchDayMinusTwo,31,0:03:26,4,0,40.12,0:00:00,0
Thursday,01/08/2024,20,García Dario,Dario,CENTROCAMPISTA,TECNICA DE CARRERA,274.1,26.86,6.23,0,7.8,0,0,1.13,63.19,18.34,4,6.23,0,2.52,0,0,79.56,23.72,14.95,-0.01,0,64.29,1.81,MatchDayMinusTwo,31,0:03:26,5,0,26.86,0:00:00,0
Thursday,01/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,TECNICA DE CARRERA,284.23,50.24,50.24,2.17,14.58,7.13,1,0.97,70.34,20.41,4,50.24,1,3.57,1,3,82.5,26.75,13.65,0,3,70.34,14.58,MatchDayMinusTwo,31,0:03:26,4,2.17,50.24,0:00:00,0
Thursday,01/08/2024,12, Gallar,Gallar,LATERAL DERECHO,TECNICA DE CARRERA,278.28,48.55,35.48,2.87,14.09,0,0,0.92,66.71,19.36,4,35.48,0,2.98,0,2,80.78,26.53,12.66,-0.04,2,66.71,10.3,MatchDayMinusTwo,31,0:03:26,6,0,48.55,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,TECNICA DE CARRERA,273.17,43.98,43.98,0,12.77,0,0,0.54,62.37,18.1,4,43.98,1,3.3,1,0,79.3,24.98,7.28,0.06,0,63.23,12.77,MatchDayMinusTwo,31,0:03:26,4,0,43.98,0:00:00,0
Thursday,01/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,TECNICA DE CARRERA,260.78,41.72,37.24,0,12.11,0,0,0.51,63.05,18.3,4,37.24,3,3.25,3,1,75.7,25.09,6.61,0.02,1,63.05,10.81,MatchDayMinusTwo,31,0:03:26,4,0,41.72,0:00:00,0
Thursday,01/08/2024,,ALEX KREHL,KREHL,DELANTERO,TECNICA DE CARRERA,243.06,25.44,25.44,0,7.38,0,0,1.03,54.59,15.84,4,25.44,1,3.62,1,0,70.55,23.36,12.16,0.02,0,54.59,7.38,MatchDayMinusTwo,31,0:03:26,4,0,25.44,0:00:00,0
Thursday,01/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,TECNICA DE CARRERA,259.99,10.85,10.85,0,3.15,0,0,1.3,51.38,14.91,4,10.85,0,2.54,0,0,75.47,21.49,16.02,0.06,0,51.63,3.15,MatchDayMinusTwo,31,0:03:26,4,0,10.85,0:00:00,0
Thursday,01/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,TECNICA DE CARRERA,275.06,21.33,21.33,0,6.19,0,0,0.9,58.8,17.06,4,21.33,0,2.82,0,0,79.84,21.92,12,0.05,0,59.1,6.19,MatchDayMinusTwo,31,0:03:26,4,0,21.33,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,TECNICA DE CARRERA,259.36,43.04,43.04,0,12.5,0,0,1.62,61.15,17.74,4,43.04,0,2.94,0,2,75.32,24.08,20.93,0.06,2,61.76,12.5,MatchDayMinusTwo,31,0:03:26,5,0,43.04,0:00:00,0
Thursday,01/08/2024,,ROJO ,,CENTROCAMPISTA,TECNICA DE CARRERA,313.65,41.69,41.69,0,12.1,0,0,0.65,86.3,25.04,6,41.69,2,4.97,2,3,91.04,24.37,10.13,0.02,3,86.59,12.1,MatchDayMinusTwo,31,0:03:26,7,0,41.69,0:00:00,0
Thursday,01/08/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,TECNICA DE CARRERA,292.97,51.61,51.61,2.84,14.98,9.16,1,0.99,66.08,19.18,4,51.61,1,3.7,1,3,85.04,26.24,14.28,0.08,3,66.08,14.98,MatchDayMinusTwo,31,0:03:26,5,2.84,51.61,0:00:00,0
Thursday,01/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,TECNICA DE CARRERA,271.43,35.94,35.94,0,10.43,0,0,1.01,57.65,16.73,4,35.94,0,2.86,0,0,78.79,24.08,13.32,-0.02,0,57.65,10.43,MatchDayMinusTwo,31,0:03:26,4,0,35.94,0:00:00,0
Thursday,01/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,TECNICA DE CARRERA,283.14,28.57,28.57,0,8.29,0,0,1.32,54.37,15.78,4,28.57,1,3.33,1,0,82.19,23.94,18,-0.02,0,54.63,8.29,MatchDayMinusTwo,31,0:03:26,5,0,28.57,0:00:00,0
Thursday,01/08/2024,,DAVID AMIGO,AMIGO,DELANTERO,SPRINT LINEAL 2X15 2X25,269.51,85.9,85.9,49.54,20.54,65.48,4,0.71,81.3,19.43,4,85.9,4,5.74,4,2,64.45,31.14,10.44,-0.04,2,81.3,20.54,MatchDayMinusTwo,31,0:04:11,4,49.54,85.9,0:00:00,0
Thursday,01/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,SPRINT LINEAL 2X15 2X25,291.59,81.17,81.17,31.13,19.41,60.32,4,1.8,76.1,18.19,4,81.17,4,5.11,4,0,69.73,29.27,27.88,0.05,0,76.83,19.41,MatchDayMinusTwo,31,0:04:11,4,31.13,81.17,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,SPRINT LINEAL 2X15 2X25,321.57,95.93,95.93,48.97,22.94,76.74,4,0.95,88.61,21.18,4,95.93,4,4.26,4,0,76.9,29.99,16.64,0.03,0,88.61,22.94,MatchDayMinusTwo,31,0:04:11,4,48.97,95.93,0:00:00,0
Thursday,01/08/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,SPRINT LINEAL 2X15 2X25,245.75,69.69,69.69,28.78,16.67,43.55,3,1.28,69.9,16.7,4,69.69,4,5.54,4,1,58.77,28.76,16.74,0.17,1,69.9,16.67,MatchDayMinusTwo,31,0:04:11,4,28.78,69.69,0:00:00,0
Thursday,01/08/2024,20,García Dario,Dario,CENTROCAMPISTA,SPRINT LINEAL 2X15 2X25,282.29,83.35,71.32,42.64,19.93,56.62,4,1.69,83.45,19.94,4,71.32,4,5.92,4,3,67.51,30.56,25.57,0.1,3,84.07,17.06,MatchDayMinusTwo,31,0:04:11,4,8.28,83.35,0:00:00,0
Thursday,01/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,SPRINT LINEAL 2X15 2X25,260.82,90.44,90.44,55.21,21.63,71.17,4,1.22,86.99,20.79,4,90.44,4,4.79,4,3,62.37,30.78,17.69,0.12,3,87.65,21.63,MatchDayMinusTwo,31,0:04:11,4,55.21,90.44,0:00:00,0
Thursday,01/08/2024,12, Gallar,Gallar,LATERAL DERECHO,SPRINT LINEAL 2X15 2X25,275.3,87.74,80.93,55.82,20.98,65.96,4,1.22,86,20.55,4,80.93,4,4.97,4,3,65.84,31.21,18.44,-0.12,3,87.1,19.35,MatchDayMinusTwo,31,0:04:11,4,5.91,87.74,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,SPRINT LINEAL 2X15 2X25,289.87,93.39,93.39,57.59,22.33,74.83,4,0.36,84.13,20.1,4,93.39,4,6.08,4,2,69.32,32.58,5.76,0.04,2,85.63,22.33,MatchDayMinusTwo,31,0:04:11,5,57.59,93.39,0:00:00,0
Thursday,01/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,SPRINT LINEAL 2X15 2X25,249.59,75.28,71.92,32.85,18,41.75,2,0.84,76.06,18.18,4,71.92,4,4.53,4,4,59.69,30.78,11.28,0.11,4,76.67,17.2,MatchDayMinusTwo,31,0:04:11,4,3.37,75.28,0:00:00,0
Thursday,01/08/2024,,ALEX KREHL,KREHL,DELANTERO,SPRINT LINEAL 2X15 2X25,225.37,67.64,67.64,29.46,16.18,40.37,3,0.82,69.18,16.53,4,67.64,4,6.11,4,1,53.89,30.82,9.99,0.03,1,69.18,16.18,MatchDayMinusTwo,31,0:04:11,4,29.46,67.64,0:00:00,0
Thursday,01/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,SPRINT LINEAL 2X15 2X25,268.44,83,83,37.59,19.85,60.73,4,2.16,77.91,18.62,4,83,4,4.71,4,0,64.19,31.28,31.32,0.13,0,78.82,19.85,MatchDayMinusTwo,31,0:04:11,4,37.59,83,0:00:00,0
Thursday,01/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,SPRINT LINEAL 2X15 2X25,299.82,86.31,86.31,42.67,20.64,66.35,4,0.61,80.78,19.3,4,86.31,4,4.91,4,0,71.7,30.2,9.82,-0.15,0,80.78,20.64,MatchDayMinusTwo,31,0:04:11,4,42.67,86.31,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,SPRINT LINEAL 2X15 2X25,281.68,77.74,77.74,38.57,18.59,58.97,4,1.24,81.83,19.56,5,77.74,4,5.03,4,2,67.36,30.1,18.67,-0.02,2,83.27,18.59,MatchDayMinusTwo,31,0:04:11,5,38.57,77.74,0:00:00,0
Thursday,01/08/2024,,ROJO ,,CENTROCAMPISTA,SPRINT LINEAL 2X15 2X25,270.19,86.11,86.11,40.71,20.59,61.94,4,1.84,85.39,20.41,4,86.11,4,4.86,4,3,64.61,30.38,27.06,0.04,3,85.68,20.59,MatchDayMinusTwo,31,0:04:11,4,40.71,86.11,0:00:00,0
Thursday,01/08/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,SPRINT LINEAL 2X15 2X25,274.59,89.08,89.08,53.61,21.3,71.11,4,1.09,83.2,19.88,4,89.08,4,5.4,4,3,65.67,30.92,16.48,0.04,3,85.35,21.3,MatchDayMinusTwo,31,0:04:11,4,53.61,89.08,0:00:00,0
Thursday,01/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,SPRINT LINEAL 2X15 2X25,258.49,80.23,80.23,43.06,19.19,63.06,4,1.08,77.62,18.55,4,80.23,4,5.28,4,2,61.82,31.32,15.22,-0.14,2,77.92,19.19,MatchDayMinusTwo,31,0:04:11,4,43.06,80.23,0:00:00,0
Thursday,01/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,SPRINT LINEAL 2X15 2X25,250.7,80.13,80.13,49.21,19.16,62.88,4,1.37,77.65,18.56,4,80.13,4,6.04,4,4,59.95,31,18.89,0.04,4,78.01,19.16,MatchDayMinusTwo,31,0:04:11,4,49.21,80.13,0:00:00,0
Thursday,01/08/2024,,DAVID AMIGO,AMIGO,DELANTERO,PARTIDO ABP 3/4,1073.59,149.29,149.29,48.12,7.16,77.78,4,0.8,285.27,13.69,23,149.29,13,5.04,13,11,51.52,31.07,44.08,0.04,11,287.19,7.16,MatchDayMinusTwo,31,0:20:50,34,48.12,149.29,0:00:00,0
Thursday,01/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,PARTIDO ABP 3/4,1871.47,175.8,175.8,5.04,8.44,13.82,1,1.12,407.31,19.54,40,175.8,20,5.78,20,13,89.81,26.96,104.87,0.01,13,423.07,8.44,MatchDayMinusTwo,31,0:20:50,53,5.04,175.8,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,PARTIDO ABP 3/4,1223.45,114.06,114.06,21.59,5.47,25.07,1,0.76,171.99,8.25,15,114.06,4,4.7,4,5,58.71,31.1,45.18,0.04,5,175.89,5.47,MatchDayMinusTwo,31,0:20:50,25,21.59,114.06,0:00:00,0
Thursday,01/08/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,PARTIDO ABP 3/4,1389.46,95.23,95.23,35.89,4.57,68.51,3,0.53,194.39,9.33,20,95.23,5,5.81,5,9,66.68,27.58,35.53,0.03,9,200.59,4.57,MatchDayMinusTwo,31,0:20:50,39,35.89,95.23,0:00:00,0
Thursday,01/08/2024,20,García Dario,Dario,CENTROCAMPISTA,PARTIDO ABP 3/4,1506.52,18.65,8.51,0,0.89,0,0,0.87,201.68,9.68,27,8.51,15,5.04,15,12,72.3,24.8,61.37,0.06,12,212.11,0.41,MatchDayMinusTwo,31,0:20:50,63,0,18.65,0:00:00,0
Thursday,01/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,PARTIDO ABP 3/4,1073.05,49.66,49.66,0,2.38,0,0,0.81,153.06,7.34,18,49.66,8,4.46,8,7,51.49,24.84,40.61,0.01,7,157.26,2.38,MatchDayMinusTwo,31,0:20:50,40,0,49.66,0:00:00,0
Thursday,01/08/2024,12, Gallar,Gallar,LATERAL DERECHO,PARTIDO ABP 3/4,1250.68,13.74,6.95,0,0.66,0,0,0.8,165.37,7.93,24,6.95,11,6.02,11,11,60.02,24.12,46.86,-0.09,11,172.24,0.33,MatchDayMinusTwo,31,0:20:50,47,0,13.74,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,PARTIDO ABP 3/4,1349.83,38.82,38.82,0,1.86,0,0,0.39,215.11,10.32,30,38.82,17,5.35,17,13,64.78,23.94,25.23,-0.02,13,223.08,1.86,MatchDayMinusTwo,31,0:20:50,57,0,38.82,0:00:00,0
Thursday,01/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,PARTIDO ABP 3/4,1458.81,65.03,58.32,16.51,3.12,18.99,1,0.58,245.01,11.76,27,58.32,18,5.28,18,16,70.01,30.1,40.54,0.03,16,250.26,2.8,MatchDayMinusTwo,31,0:20:50,48,1.67,65.03,0:00:00,0
Thursday,01/08/2024,,ALEX KREHL,KREHL,DELANTERO,PARTIDO ABP 3/4,1088.63,16.23,16.23,0,0.78,0,0,0.86,176.92,8.49,22,16.23,13,5.44,13,14,52.24,22.86,44.03,-0.02,14,179.78,0.78,MatchDayMinusTwo,31,0:20:50,46,0,16.23,0:00:00,0
Thursday,01/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,PARTIDO ABP 3/4,1558.99,105.97,105.97,2.87,5.09,12.23,1,1.31,345.87,16.6,38,105.97,18,5.71,18,11,74.81,26.28,101.02,0.01,11,359.27,5.09,MatchDayMinusTwo,31,0:20:50,50,2.87,105.97,0:00:00,0
Thursday,01/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,PARTIDO ABP 3/4,1517.33,90.57,90.57,1.44,4.35,12.29,1,0.64,285.01,13.68,28,90.57,11,4.73,11,9,72.81,26.03,47.52,-0.03,9,293.49,4.35,MatchDayMinusTwo,31,0:20:50,57,1.44,90.57,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,PARTIDO ABP 3/4,1551.63,2.29,2.29,0,0.11,0,0,1.26,182.73,8.77,29,2.29,10,4.17,10,11,74.46,22.39,92.22,-0.01,11,186,0.11,MatchDayMinusTwo,31,0:20:50,61,0,2.29,0:00:00,0
Thursday,01/08/2024,,ROJO ,,CENTROCAMPISTA,PARTIDO ABP 3/4,1512.31,98.89,98.89,12.95,4.75,28.99,2,0.51,258.6,12.41,23,98.89,12,4.97,12,5,72.57,26.75,37.1,0.01,5,269.58,4.75,MatchDayMinusTwo,31,0:20:50,37,12.95,98.89,0:00:00,0
Thursday,01/08/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,PARTIDO ABP 3/4,1359.78,22.05,22.05,0,1.06,0,0,0.62,197.46,9.47,29,22.05,16,5.3,16,14,65.25,23.04,39.22,-0.06,14,205.33,1.06,MatchDayMinusTwo,31,0:20:50,54,0,22.05,0:00:00,0
Thursday,01/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,PARTIDO ABP 3/4,1499.61,85.75,85.75,8.57,4.12,17.21,2,0.9,245.36,11.77,29,85.75,14,4.67,14,10,71.96,26.86,64.79,-0.01,10,253.48,4.12,MatchDayMinusTwo,31,0:20:50,54,8.57,85.75,0:00:00,0
Thursday,01/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,PARTIDO ABP 3/4,1487.7,70.65,70.65,10.94,3.39,16.1,1,1.15,219.96,10.55,27,70.65,17,5.14,17,9,71.39,26.78,81.99,-0.03,9,227.66,3.39,MatchDayMinusTwo,31,0:20:50,56,10.94,70.65,0:00:00,0
Thursday,01/08/2024,,DAVID AMIGO,AMIGO,DELANTERO,FINALIZACIONES 3 POSTAS,1868.36,58.34,58.34,2.85,1.71,0,0,0.48,315.31,9.24,37,58.34,18,5.65,18,9,54.74,26.14,42.36,0.03,9,322.67,1.71,MatchDayMinusTwo,31,0:34:07,47,2.85,58.34,0:00:00,0
Thursday,01/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,FINALIZACIONES 3 POSTAS,2511.27,193.51,193.51,28.21,5.67,47.26,1,1.03,508.34,14.89,48,193.51,17,5.74,17,20,73.58,27.22,127.7,0.02,20,524.51,5.67,MatchDayMinusTwo,31,0:34:07,61,28.21,193.51,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,FINALIZACIONES 3 POSTAS,2142.19,77.02,77.02,8.05,2.26,17.19,2,0.87,333.16,9.76,40,77.02,24,5.92,24,24,62.77,27.29,87.29,0.01,24,340.53,2.26,MatchDayMinusTwo,31,0:34:07,46,8.05,77.02,0:00:00,0
Thursday,01/08/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,FINALIZACIONES 3 POSTAS,2263.8,165.88,165.88,61.16,4.86,88.73,4,0.71,368.59,10.8,39,165.88,10,4.73,10,13,66.33,29.05,77.63,0.06,13,380.99,4.86,MatchDayMinusTwo,31,0:34:07,54,61.16,165.88,0:00:00,0
Thursday,01/08/2024,20,García Dario,Dario,CENTROCAMPISTA,FINALIZACIONES 3 POSTAS,2255.81,186.1,133.17,52.38,5.45,80.72,5,0.99,411.72,12.06,35,133.17,16,5.4,16,15,66.09,29.7,107.32,0.01,15,420.91,3.9,MatchDayMinusTwo,31,0:34:07,50,5.71,186.1,0:00:00,0
Thursday,01/08/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,FINALIZACIONES 3 POSTAS,1869.59,94.36,94.36,20.37,2.76,41.58,2,0.97,345.52,10.12,36,94.36,18,4.38,18,12,54.78,27.65,86.98,-0.03,12,354.3,2.76,MatchDayMinusTwo,31,0:34:07,59,20.37,94.36,0:00:00,0
Thursday,01/08/2024,12, Gallar,Gallar,LATERAL DERECHO,FINALIZACIONES 3 POSTAS,2384.15,224.69,177.89,65.16,6.58,89.24,4,0.77,520.09,15.24,50,177.89,17,4.88,17,14,69.86,29.99,90.29,-0.05,14,532.37,5.21,MatchDayMinusTwo,31,0:34:07,59,0.83,224.69,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,FINALIZACIONES 3 POSTAS,2256.98,83.18,83.18,3.53,2.44,5.92,1,0.31,383.93,11.25,43,83.18,28,4.81,28,23,66.13,25.49,33.07,-0.01,23,394.08,2.44,MatchDayMinusTwo,31,0:34:07,62,3.53,83.18,0:00:00,0
Thursday,01/08/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,FINALIZACIONES 3 POSTAS,1829.7,60.2,50.16,25.88,1.76,27.43,1,0.48,272.83,7.99,27,50.16,17,4.51,17,11,53.61,30.06,41.51,0.07,11,282.29,1.47,MatchDayMinusTwo,31,0:34:07,52,0.84,60.2,0:00:00,0
Thursday,01/08/2024,,ALEX KREHL,KREHL,DELANTERO,FINALIZACIONES 3 POSTAS,2081.18,131.44,131.44,4.29,3.85,9.84,1,0.99,415.97,12.19,46,131.44,24,5.51,24,18,60.98,26.46,102.27,-0.01,18,424.59,3.85,MatchDayMinusTwo,31,0:34:07,62,4.29,131.44,0:00:00,0
Thursday,01/08/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,FINALIZACIONES 3 POSTAS,2411.65,128.15,128.15,24.99,3.75,31.51,2,1.24,446.69,13.09,47,128.15,14,5.03,14,14,70.66,28.33,146.8,0.03,14,459.09,3.75,MatchDayMinusTwo,31,0:34:07,66,24.99,128.15,0:00:00,0
Thursday,01/08/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,FINALIZACIONES 3 POSTAS,2265.06,57.34,57.34,0,1.68,0,0,0.66,372.42,10.91,44,57.34,19,4.46,19,13,66.37,24.48,71.96,-0.02,13,387.87,1.68,MatchDayMinusTwo,31,0:34:07,60,0,57.34,0:00:00,0
Thursday,01/08/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,FINALIZACIONES 3 POSTAS,2364.83,110.39,110.39,7.93,3.23,21.84,2,0.96,402.32,11.79,46,110.39,17,5.66,17,19,69.29,26.82,109.3,0.01,19,413.41,3.23,MatchDayMinusTwo,31,0:34:07,61,7.93,110.39,0:00:00,0
Thursday,01/08/2024,,ROJO ,,CENTROCAMPISTA,FINALIZACIONES 3 POSTAS,2260.26,26.83,26.83,0,0.79,0,0,0.49,363.4,10.65,50,26.83,20,5.39,20,15,66.23,23.11,52.98,-0.01,15,373.19,0.79,MatchDayMinusTwo,31,0:34:07,68,0,26.83,0:00:00,0
Thursday,01/08/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,FINALIZACIONES 3 POSTAS,2328.07,169.1,169.1,20.96,4.95,53.69,3,0.43,454.9,13.33,38,169.1,15,4.86,15,17,68.21,27.43,48.07,-0.02,17,464.19,4.95,MatchDayMinusTwo,31,0:34:07,58,20.96,169.1,0:00:00,0
Thursday,01/08/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,FINALIZACIONES 3 POSTAS,2379.48,171.54,171.54,55.29,5.03,72.03,2,0.8,461.27,13.51,41,171.54,16,4.88,16,10,69.72,31.14,93.44,0.02,10,474.28,5.03,MatchDayMinusTwo,31,0:34:07,55,55.29,171.54,0:00:00,0
Thursday,01/08/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,FINALIZACIONES 3 POSTAS,2264.1,216.4,216.4,67.36,6.34,119.72,4,1.25,443.48,12.99,39,216.4,20,5,20,14,66.34,31.39,138.8,-0.02,14,454.16,6.34,MatchDayMinusTwo,31,0:34:07,59,67.36,216.4,0:00:00,0
Friday,02/08/2024,,DAVID AMIGO,AMIGO,DELANTERO,Entire Session,3236.75,136.88,136.88,8.77,2.45,15.03,1,0.53,511.34,9.17,58,136.88,34,4.7,34,21,58.04,27.83,81.45,0.04,21,524.65,2.45,MatchDayMinusOne,31,0:55:46,115,8.77,136.88,0:00:00,0
Friday,02/08/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,Entire Session,3780.4,142.79,142.79,2.13,2.57,13.4,1,0.97,559.96,10.15,60,142.79,20,5.09,20,25,67.92,25.74,177.69,0.02,25,587.12,2.57,MatchDayMinusOne,31,0:55:11,111,2.13,142.79,0:00:00,0
