Session Day of Week,Session Date,Custom Player Id,Player Name,Player Last Name,Player Position,Drill Title,Distance Total,High Speed Running (Absolute),High Speed Running (Relative),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Sprints,Fatigue Index,HML Distance,HML Distance Per Minute,HML Efforts,Distance Z5ToZ6,Accelerations,Max Acceleration,Accelerations Z4 to Z6,Decelerations,Distance Per Min,Max Speed,Dynamic Stress Load,Step Balance,Deceleration Z4 to Z6,Metabolic Distance Zone 6,HSR Per Minute (Relative),Session Type,Session Week Number,Total Time,Accelerations Z3 to Z6,Distance Zone 6 (Relative),Distance Z5ToZ6Ab,Time In Red Zone,Total Loading
Thursday,03/10/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,"JUEGO PETO, SETA, BALON",413.22,0,0,0,0,0,0,0.3,23.29,1.8,4,0,5,5.66,5,5,32,16.81,5.32,0.09,5,23.47,0,MatchDayMinusTwo,40,0:12:54,21,0,0,0:00:00,5.83
Thursday,03/10/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,"JUEGO PETO, SETA, BALON",380.57,0,0,0,0,0,0,0.74,18.36,1.42,3,0,6,6.23,6,2,29.48,17.96,11.88,0.06,2,18.68,0,MatchDayMinusTwo,40,0:12:54,14,0,0,0:00:00,7.7
Thursday,03/10/2024,,ALEX KREHL,KREHL,DELANTERO,"JUEGO PETO, SETA, BALON",501.47,18.46,10.84,0,1.43,0,0,1.37,56.15,4.35,7,10.84,9,5.78,9,5,38.84,23.69,31.12,-0.01,5,57.62,0.84,MatchDayMinusTwo,40,0:12:54,34,0,18.46,0:00:00,10.38
Thursday,03/10/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,"JUEGO PETO, SETA, BALON",383.56,7.4,1.76,0,0.57,0,0,0.76,42.39,3.28,4,1.76,7,6,7,3,29.71,21.28,13.17,0.03,3,43.07,0.14,MatchDayMinusTwo,40,0:12:54,27,0,7.4,0:00:00,6.74
Thursday,03/10/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,"JUEGO PETO, SETA, BALON",244.44,0,0,0,0,0,0,0.4,13.27,1.03,2,0,4,5.52,4,5,18.93,16.7,4.1,-0.01,5,13.5,0,MatchDayMinusTwo,40,0:12:54,11,0,0,0:00:00,4.44
Thursday,03/10/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,"JUEGO PETO, SETA, BALON",516.08,7.55,6.45,0,0.58,0,0,1.79,52.29,4.05,8,6.45,4,6.25,4,3,39.97,22.1,41.81,0.02,3,52.78,0.5,MatchDayMinusTwo,40,0:12:54,20,0,7.55,0:00:00,13
Thursday,03/10/2024,,ROJO ,,CENTROCAMPISTA,"JUEGO PETO, SETA, BALON",323.07,0,0,0,0,0,0,0.49,19.72,1.53,3,0,6,5.68,6,5,25.02,16.02,6.69,0.01,5,19.72,0,MatchDayMinusTwo,40,0:12:54,16,0,0,0:00:00,4.97
Thursday,03/10/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,"JUEGO PETO, SETA, BALON",545.06,6.29,4.07,0,0.49,0,0,0.34,59.5,4.61,7,4.07,11,5.89,11,6,42.21,21.53,8.26,0.02,6,61.46,0.32,MatchDayMinusTwo,40,0:12:54,26,0,6.29,0:00:00,8.05
Thursday,03/10/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,"JUEGO PETO, SETA, BALON",481.29,3.37,0,0,0.26,0,0,0.45,43.92,3.4,6,0,7,6.06,7,3,37.28,20.48,9.5,-0.06,3,44.53,0,MatchDayMinusTwo,40,0:12:54,22,0,3.37,0:00:00,6.56
Thursday,03/10/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,"JUEGO PETO, SETA, BALON",440.72,0,0,0,0,0,0,0.63,21.53,1.67,2,0,5,6.2,5,2,34.13,18.43,12.05,0,2,21.84,0,MatchDayMinusTwo,40,0:12:54,24,0,0,0:00:00,8.01
Thursday,03/10/2024,,DAVID AMIGO,AMIGO,DELANTERO,FINALIZACIONES,1508.88,4.79,1.88,0,0.12,0,0,0.36,191.7,4.7,25,1.88,22,5.52,22,14,37.01,23,24.31,0.03,14,196.25,0.05,MatchDayMinusTwo,40,0:40:46,66,0,4.79,0:00:00,18.14
Thursday,03/10/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,FINALIZACIONES,1770.99,88.08,73.48,0,2.16,0,0,0.76,248.92,6.11,25,73.48,18,5.06,18,7,43.44,25.16,62.56,0.09,7,252.85,1.8,MatchDayMinusTwo,40,0:40:46,66,0,88.08,0:00:00,26.52
Thursday,03/10/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,FINALIZACIONES,1904.88,72.52,23.45,0,1.84,0,0,1.14,322.41,7.91,35,23.45,23,4.75,23,24,48.24,24.62,102.03,-0.02,24,327,0.59,MatchDayMinusTwo,40,0:40:46,72,0,72.52,0:00:00,28.94
Thursday,03/10/2024,,JORGE CASADO,CASADO,CENTRAL,FINALIZACIONES,1451.05,6.87,3.51,0,0.17,0,0,0.7,163.7,4.02,24,3.51,14,4.38,14,4,35.59,21.64,45.69,0,4,166.09,0.09,MatchDayMinusTwo,40,0:40:46,48,0,6.87,0:00:00,20.11
Thursday,03/10/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,FINALIZACIONES,1129.48,28.25,13.61,0,0.69,0,0,0.5,144.44,3.54,17,13.61,9,4.03,9,12,27.7,23.8,25.55,0.05,12,146.63,0.33,MatchDayMinusTwo,40,0:40:46,35,0,28.25,0:00:00,13.02
Thursday,03/10/2024,20,García Dario,Dario,CENTROCAMPISTA,FINALIZACIONES,1730.31,9.23,1.21,0,0.23,0,0,1.09,203.12,4.98,32,1.21,20,5.55,20,8,42.44,21.89,85.43,0,8,206.87,0.03,MatchDayMinusTwo,40,0:40:46,63,0,9.23,0:00:00,27.49
Thursday,03/10/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,FINALIZACIONES,1710.47,38.14,33.16,0,0.94,0,0,0.72,295.78,7.25,41,33.16,21,4.82,21,22,41.96,24.12,57.32,-0.07,22,305.19,0.81,MatchDayMinusTwo,40,0:40:46,73,0,38.14,0:00:00,23.78
Thursday,03/10/2024,12, Gallar,Gallar,LATERAL DERECHO,FINALIZACIONES,1204.47,22.4,2.66,0,0.55,0,0,0.57,134.22,3.29,19,2.66,12,4.39,12,11,29.54,24.41,30.26,-0.1,11,138.09,0.07,MatchDayMinusTwo,40,0:40:46,50,0,22.4,0:00:00,15.28
Thursday,03/10/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,FINALIZACIONES,1414.2,70.72,57.2,25.85,1.73,24.85,1,0.37,187.3,4.59,20,57.2,12,5.54,12,10,34.69,33.66,24.24,0.03,10,190.31,1.4,MatchDayMinusTwo,40,0:40:46,48,24.41,70.72,0:00:00,16.77
Thursday,03/10/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,FINALIZACIONES,1634.21,25.08,14.99,0,0.62,0,0,0.42,219.69,5.39,28,14.99,18,4.82,18,16,40.09,23.22,30.73,-0.01,16,222.8,0.37,MatchDayMinusTwo,40,0:40:46,61,0,25.08,0:00:00,20.77
Thursday,03/10/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,FINALIZACIONES,1375.96,104.39,84.72,20.38,2.56,19.95,1,0.91,215.33,5.28,21,84.72,14,5.49,14,12,33.75,29.77,58.61,0.02,12,218.7,2.08,MatchDayMinusTwo,40,0:40:46,41,15.39,104.39,0:00:00,19.66
Thursday,03/10/2024,,ALEX KREHL,KREHL,DELANTERO,FINALIZACIONES,1754.41,40.68,4.98,0,1,0,0,1.37,334.17,8.2,42,4.98,35,5.44,35,31,43.03,22.61,113.47,0,31,340.77,0.12,MatchDayMinusTwo,40,0:40:46,83,0,40.68,0:00:00,30.91
Thursday,03/10/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,FINALIZACIONES,1340.26,34.8,12.22,0,0.85,0,0,0.9,267.47,6.56,31,12.22,26,6.18,26,21,32.88,23.87,57.01,0.1,21,274.23,0.3,MatchDayMinusTwo,40,0:40:46,52,0,34.8,0:00:00,20.15
Thursday,03/10/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,FINALIZACIONES,1118.85,37.48,44.54,0,0.92,0,0,0.91,239.91,5.88,32,44.54,18,5.03,18,12,27.44,22.64,48.45,-0.11,12,243.88,1.09,MatchDayMinusTwo,40,0:40:46,38,0,37.48,0:00:00,17.12
Thursday,03/10/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,FINALIZACIONES,1703.97,51.71,45.06,0,1.27,0,0,1.57,288.77,7.08,35,45.06,32,5.21,32,18,41.8,23.83,125.86,-0.01,18,296.59,1.11,MatchDayMinusTwo,40,0:40:46,79,0,51.71,0:00:00,33.45
Thursday,03/10/2024,,ROJO ,,CENTROCAMPISTA,FINALIZACIONES,1706.04,50.68,39.96,0.7,1.24,0,0,0.39,208.76,5.12,25,39.96,14,5.09,14,6,41.85,25.27,30.02,0.01,6,216.32,0.98,MatchDayMinusTwo,40,0:40:46,54,0,50.68,0:00:00,20.16
Thursday,03/10/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,FINALIZACIONES,1855.09,20.57,17.78,0,0.5,0,0,0.31,177.5,4.35,23,17.78,14,4.87,14,13,45.5,23.98,25.56,0,13,183.16,0.44,MatchDayMinusTwo,40,0:40:46,64,0,20.57,0:00:00,25.35
Thursday,03/10/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,FINALIZACIONES,1801.36,108.81,89.21,30.31,2.67,32.1,2,0.64,279.64,6.86,26,89.21,19,4.78,19,11,44.19,30.46,54.43,-0.04,11,285.72,2.19,MatchDayMinusTwo,40,0:40:46,63,22.51,108.81,0:00:00,26.33
Thursday,03/10/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,FINALIZACIONES,1517.61,53.8,38.08,0,1.32,0,0,1.07,281.5,6.9,32,38.08,26,4.99,26,16,37.23,23.62,76.46,-0.03,16,286.87,0.93,MatchDayMinusTwo,40,0:40:46,65,0,53.8,0:00:00,25.74
Friday,04/10/2024,,DAVID AMIGO,AMIGO,DELANTERO,Entire Session,3238.03,30.93,6.21,0,0.43,0,0,0.46,461.3,6.25,58,6.21,53,6.07,53,42,45.34,23.44,68.78,0.02,42,472.12,0.09,MatchDayMinusOne,40,1:13:45,152,0,30.93,0:00:00,44.01
Friday,04/10/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,Entire Session,4617.73,68.76,39.02,0,0.96,0,0,1.16,737.31,10,88,39.02,51,4.86,51,44,64.45,24.3,253.5,0.05,44,767.36,0.54,MatchDayMinusOne,40,1:13:45,208,0,68.76,0:00:00,87.29
Friday,04/10/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,Entire Session,4286.76,81.01,20.5,0,1.1,0,0,0.9,648.83,8.8,84,20.5,47,4.76,47,56,58.45,25.06,180.32,0.01,56,663.6,0.28,MatchDayMinusOne,40,1:13:45,160,0,81.01,0:00:00,64.78
Friday,04/10/2024,,JORGE CASADO,CASADO,CENTRAL,Entire Session,3888.34,54.13,36.24,0,0.83,0,0,0.77,419.73,5.69,65,36.24,27,4.66,27,27,59.95,23.47,137.4,0.03,27,435.13,0.56,MatchDayMinusOne,40,1:13:45,114,0,54.13,0:00:00,53.32
Friday,04/10/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,Entire Session,4028.69,100.79,76.43,9.54,1.44,6.38,1,0.55,608.15,8.25,77,76.43,33,4.83,33,53,57.55,28.66,104.27,0.02,53,625.16,1.09,MatchDayMinusOne,40,1:13:45,153,3.8,100.79,0:00:00,57.78
Friday,04/10/2024,20,García Dario,Dario,CENTROCAMPISTA,Entire Session,4345.85,103.31,52.73,7.17,1.46,10.51,1,1.22,604.72,8.2,77,52.73,45,5.81,45,35,61.57,27.04,245.96,0.01,35,622.39,0.75,MatchDayMinusOne,40,1:13:45,193,0,103.31,0:00:00,72.17
Friday,04/10/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,Entire Session,3895.56,48.55,45.23,0.71,0.67,0,0,0.79,489.55,6.64,61,45.23,42,5.62,42,40,53.65,25.74,143.86,-0.01,40,501.4,0.62,MatchDayMinusOne,40,1:13:45,156,0.71,48.55,0:00:00,56.7
Friday,04/10/2024,12, Gallar,Gallar,LATERAL DERECHO,Entire Session,3536.36,64.12,2.02,0,1.01,0,0,0.98,528.63,7.17,71,2.02,33,5.1,33,32,55.49,24.84,162.27,-0.03,32,541.19,0.03,MatchDayMinusOne,40,1:13:45,154,0,64.12,0:00:00,58.24
Friday,04/10/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,Entire Session,4250.98,112.3,82.79,17.8,1.59,13.86,1,0.43,643.36,8.72,80,82.79,60,5.84,60,44,60.04,28.08,86.51,-0.03,44,666.2,1.17,MatchDayMinusOne,40,1:13:45,201,9.85,112.3,0:00:00,60.48
Friday,04/10/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,Entire Session,4013.89,31.5,22.57,0.71,0.43,0,0,0.52,477.07,6.47,62,22.57,58,5.49,58,39,54.59,25.49,95.28,-0.04,39,493.04,0.31,MatchDayMinusOne,40,1:13:45,191,0,31.5,0:00:00,57.1
Friday,04/10/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,Entire Session,3877,86.65,46.78,4.28,1.21,0,0,1.14,603.26,8.18,67,46.78,47,5.34,47,40,53.95,25.96,206.75,0.03,40,620.07,0.65,MatchDayMinusOne,40,1:13:45,148,0,86.65,0:00:00,64.92
Friday,04/10/2024,,ALEX KREHL,KREHL,DELANTERO,Entire Session,4424.73,121.81,57.31,17.55,1.69,0,0,0.89,855.57,11.6,104,57.31,64,6.08,64,65,61.24,28.26,187.14,-0.01,65,879.1,0.79,MatchDayMinusOne,40,1:13:45,220,0.78,121.81,0:00:00,71.05
Friday,04/10/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,Entire Session,4088.12,68.99,36.15,0.72,0.96,0,0,0.76,614.57,8.33,76,36.15,38,5.57,38,43,56.7,25.85,145.69,0.01,43,639.95,0.5,MatchDayMinusOne,40,1:13:45,174,0,68.99,0:00:00,60.44
Friday,04/10/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,Entire Session,3898.77,62.31,75.35,0,0.87,0,0,0.93,606.81,8.23,84,75.35,43,5.22,43,39,54.13,24.34,170.24,-0.04,39,624.08,1.05,MatchDayMinusOne,40,1:13:45,160,0,62.31,0:00:00,59.63
Friday,04/10/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,Entire Session,4204.63,64.04,54.62,1.43,0.88,0,0,1.25,577.24,7.83,78,54.62,63,4.94,63,37,57.7,26.39,244.52,0.04,37,596.03,0.75,MatchDayMinusOne,40,1:13:45,193,0.73,64.04,0:00:00,81.51
Friday,04/10/2024,,ROJO ,,CENTROCAMPISTA,Entire Session,4496.66,27.77,14.87,0,0.38,0,0,0.62,564.87,7.66,82,14.87,41,4.9,41,36,61.49,24.01,128.46,-0.02,36,585.18,0.2,MatchDayMinusOne,40,1:13:45,206,0,27.77,0:00:00,64.08
Friday,04/10/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,Entire Session,3434.97,110.6,82.13,0,1.53,0,0,0.35,546.27,7.41,67,82.13,47,5.45,47,56,47.5,24.37,56.32,-0.01,56,556.77,1.14,MatchDayMinusOne,40,1:13:45,168,0,110.6,0:00:00,47.37
Friday,04/10/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,Entire Session,4274.13,20.38,5.88,0,0.28,0,0,0.76,611.71,8.29,89,5.88,47,5.27,47,42,58.42,22.43,151.96,-0.04,42,634.99,0.08,MatchDayMinusOne,40,1:13:45,191,0,20.38,0:00:00,71.62
Friday,04/10/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,Entire Session,4202.44,44.15,23.92,0,0.6,0,0,0.93,564.3,7.65,78,23.92,48,5.32,48,37,57.14,23.36,180.38,-0.01,37,583.19,0.33,MatchDayMinusOne,40,1:13:45,203,0,44.15,0:00:00,72.45
Friday,04/10/2024,,DAVID AMIGO,AMIGO,DELANTERO,MOVILIDAD Y JUEGO DE PERSECUCION,344.25,0,0,0,0,0,0,0.35,16.82,2.77,3,0,2,3.93,2,0,59.68,17.39,5.37,0.05,0,17.83,0,MatchDayMinusOne,40,0:06:03,13,0,0,0:00:00,4.64
Friday,04/10/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,MOVILIDAD Y JUEGO DE PERSECUCION,229.9,0,0,0,0,0,0,0.92,17.9,2.95,3,0,1,3.31,1,0,51.13,18.25,9.52,-0.03,0,18.46,0,MatchDayMinusOne,40,0:06:03,7,0,0,0:00:00,4.66
Friday,04/10/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,MOVILIDAD Y JUEGO DE PERSECUCION,370.27,0,0,0,0,0,0,0.4,12.8,2.11,2,0,1,3.8,1,0,61.08,16.6,6.52,-0.08,0,14.57,0,MatchDayMinusOne,40,0:06:03,7,0,0,0:00:00,4.75
Friday,04/10/2024,,JORGE CASADO,CASADO,CENTRAL,MOVILIDAD Y JUEGO DE PERSECUCION,385.74,0,0,0,0,0,0,0.49,12.04,1.99,2,0,1,3.52,1,0,69.05,17.21,8.41,0.02,0,12.89,0,MatchDayMinusOne,40,0:06:03,4,0,0,0:00:00,4.83
Friday,04/10/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,MOVILIDAD Y JUEGO DE PERSECUCION,277.09,0,0,0,0,0,0,0.14,8,1.32,2,0,0,2.65,0,1,45.7,16.7,1.66,-0.24,1,8,0,MatchDayMinusOne,40,0:06:03,1,0,0,0:00:00,2.71
Friday,04/10/2024,20,García Dario,Dario,CENTROCAMPISTA,MOVILIDAD Y JUEGO DE PERSECUCION,389.94,0,0,0,0,0,0,0.79,21.79,3.59,2,0,2,3.55,2,0,76.76,16.16,13.76,-0.03,0,22.65,0,MatchDayMinusOne,40,0:06:03,13,0,0,0:00:00,6.3
Friday,04/10/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,MOVILIDAD Y JUEGO DE PERSECUCION,319.11,0,0,0,0,0,0,0.24,7.83,1.29,1,0,1,3.51,1,1,58.36,13.72,3.28,0,1,8.17,0,MatchDayMinusOne,40,0:06:03,8,0,0,0:00:00,3.65
Friday,04/10/2024,12, Gallar,Gallar,LATERAL DERECHO,MOVILIDAD Y JUEGO DE PERSECUCION,428.6,0,0,0,0,0,0,0.9,24.09,3.97,4,0,0,2.64,0,2,70.69,17.32,17.22,0.03,2,25.58,0,MatchDayMinusOne,40,0:06:03,16,0,0,0:00:00,7.4
Friday,04/10/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,MOVILIDAD Y JUEGO DE PERSECUCION,372.64,0,0,0,0,0,0,0.33,33.13,5.46,6,0,4,4.67,4,0,72.4,18.86,5.53,-0.02,0,34.41,0,MatchDayMinusOne,40,0:06:03,14,0,0,0:00:00,4.86
Friday,04/10/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,MOVILIDAD Y JUEGO DE PERSECUCION,359.55,0,0,0,0,0,0,0.38,27.86,4.59,5,0,3,4.7,3,3,59.3,18.54,6.06,-0.06,3,27.86,0,MatchDayMinusOne,40,0:06:03,8,0,0,0:00:00,4.56
Friday,04/10/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,MOVILIDAD Y JUEGO DE PERSECUCION,271.85,0,0,0,0,0,0,0.76,3.83,0.63,0,0,0,2.9,0,0,57.62,12.31,9.08,0.06,0,3.83,0,MatchDayMinusOne,40,0:06:03,6,0,0,0:00:00,5.49
Friday,04/10/2024,,ALEX KREHL,KREHL,DELANTERO,MOVILIDAD Y JUEGO DE PERSECUCION,427.65,0,0,0,0,0,0,0.61,19.76,3.26,3,0,0,2.67,0,0,72.38,15.44,11.71,-0.05,0,20.81,0,MatchDayMinusOne,40,0:06:03,13,0,0,0:00:00,6.9
Friday,04/10/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,MOVILIDAD Y JUEGO DE PERSECUCION,265.39,0,0,0,0,0,0,0.39,10.13,1.67,1,0,3,5.34,3,0,53.52,15.7,4.57,0.03,0,10.47,0,MatchDayMinusOne,40,0:06:03,7,0,0,0:00:00,3.55
Friday,04/10/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,MOVILIDAD Y JUEGO DE PERSECUCION,296.74,0,0,0,0,0,0,0.17,0.29,0.05,0,0,0,1.85,0,0,48.94,11.05,2.1,-0.03,0,0.29,0,MatchDayMinusOne,40,0:06:03,2,0,0,0:00:00,3.57
Friday,04/10/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,MOVILIDAD Y JUEGO DE PERSECUCION,284.99,0,0,0,0,0,0,0.38,10.33,1.7,1,0,0,2.52,0,1,49.81,14.62,4.73,-0.01,1,11.01,0,MatchDayMinusOne,40,0:06:03,6,0,0,0:00:00,4.19
Friday,04/10/2024,,ROJO ,,CENTROCAMPISTA,MOVILIDAD Y JUEGO DE PERSECUCION,406.41,0,0,0,0,0,0,0.21,3.67,0.61,0,0,0,2.34,0,0,67.96,12.24,3.78,0,0,4.12,0,MatchDayMinusOne,40,0:06:03,11,0,0,0:00:00,5.22
Friday,04/10/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,MOVILIDAD Y JUEGO DE PERSECUCION,312.14,0,0,0,0,0,0,0.18,25.8,4.25,4,0,3,4.35,3,1,60.45,16.06,2.53,0.04,1,25.8,0,MatchDayMinusOne,40,0:06:03,13,0,0,0:00:00,3.7
Friday,04/10/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,MOVILIDAD Y JUEGO DE PERSECUCION,349.28,0,0,0,0,0,0,0.36,9.83,1.62,1,0,1,3.02,1,1,58.07,15.7,5.57,-0.02,1,10.97,0,MatchDayMinusOne,40,0:06:03,7,0,0,0:00:00,4.85
Friday,04/10/2024,,UNAX ALVAREZ,ALVAREZ,EXTREMO,MOVILIDAD Y JUEGO DE PERSECUCION,359.71,0,0,0,0,0,0,0.55,17.5,2.89,2,0,4,4.29,4,0,59.32,15.52,8.63,-0.03,0,18.29,0,MatchDayMinusOne,40,0:06:03,10,0,0,0:00:00,5.97
Friday,04/10/2024,,DAVID AMIGO,AMIGO,DELANTERO,RONDO MEDIO,235.78,0,0,0,0,0,0,0.35,19.9,1.68,1,0,4,4.09,4,3,19.86,16.67,3.49,-0.01,3,20.63,0,MatchDayMinusOne,40,0:11:52,14,0,0,0:00:00,4.33
Friday,04/10/2024,,Borja Diaz,Diaz,CENTROCAMPISTA,RONDO MEDIO,421.85,2.23,0,0,0.19,0,0,0.75,32.3,2.72,5,0,4,3.91,4,1,35.54,20.27,13.76,0.06,1,33.73,0,MatchDayMinusOne,40,0:11:52,22,0,2.23,0:00:00,9
Friday,04/10/2024,,ALEJANDRO CANIZO,CANIZO,DELANTERO,RONDO MEDIO,515.98,2.22,0,0,0.19,0,0,1.12,85.78,7.23,11,0,4,3.94,4,10,43.47,20.2,26.73,0.02,10,87.31,0,MatchDayMinusOne,40,0:11:52,27,0,2.22,0:00:00,9.62
Friday,04/10/2024,,JORGE CASADO,CASADO,CENTRAL,RONDO MEDIO,405.17,0,0,0,0,0,0,0.73,29.28,2.47,6,0,3,3.74,3,2,34.13,15.98,12.91,0.04,2,30.6,0,MatchDayMinusOne,40,0:11:52,14,0,0,0:00:00,6.42
Friday,04/10/2024,,MIGUEL CERA,CERA,LATERAL DERECHO,RONDO MEDIO,354.24,0,0,0,0,0,0,0.36,23.8,2,3,0,1,3.71,1,3,29.84,16.74,5.62,0.01,3,24.57,0,MatchDayMinusOne,40,0:11:52,13,0,0,0:00:00,5.21
Friday,04/10/2024,20,García Dario,Dario,CENTROCAMPISTA,RONDO MEDIO,466.69,0,0,0,0,0,0,0.89,37.52,3.16,5,0,3,3.39,3,1,39.32,17.6,18.15,-0.03,1,38.16,0,MatchDayMinusOne,40,0:11:52,21,0,0,0:00:00,8.65
Friday,04/10/2024,,ERIC IGLESIAS,IGLESIAS,DELANTERO,RONDO MEDIO,487.79,0,0,0,0,0,0,0.62,31.42,2.65,4,0,1,3.46,1,2,41.09,18.5,13.69,-0.04,2,33.13,0,MatchDayMinusOne,40,0:11:52,17,0,0,0:00:00,7.63
Friday,04/10/2024,12, Gallar,Gallar,LATERAL DERECHO,RONDO MEDIO,380.52,0,0,0,0,0,0,0.85,35.45,2.99,4,0,2,3.49,2,1,32.06,16.6,14.29,0.02,1,36.19,0,MatchDayMinusOne,40,0:11:52,22,0,0,0:00:00,6.98
Friday,04/10/2024,,ALEJANDRO HERRANZ,HERRANZ,LATERAL IZQUIERDO,RONDO MEDIO,402.48,0,0,0,0,0,0,0.33,53.54,4.51,8,0,8,4.63,8,7,33.91,19.55,5.97,-0.02,7,54.28,0,MatchDayMinusOne,40,0:11:52,26,0,0,0:00:00,5.86
Friday,04/10/2024,4,Ablanque Ablanque,Ablanque,CENTRAL,RONDO MEDIO,351.92,0,0,0,0,0,0,0.41,20.67,1.74,3,0,4,3.72,4,3,29.65,16.56,6.12,-0.01,3,21.18,0,MatchDayMinusOne,40,0:11:52,20,0,0,0:00:00,5.68
Friday,04/10/2024,,JULIO MARTINEZ,MARTINEZ,LATERAL IZQUIERDO,RONDO MEDIO,345.5,0,0,0,0,0,0,1.57,34.98,2.95,4,0,5,4.5,5,1,29.11,19.26,23.86,0.04,1,35.5,0,MatchDayMinusOne,40,0:11:52,20,0,0,0:00:00,8.5
Friday,04/10/2024,,ALEX KREHL,KREHL,DELANTERO,RONDO MEDIO,387.56,0,0,0,0,0,0,0.85,29.64,2.5,5,0,4,4.84,4,5,32.65,19.01,14.42,0.05,5,32.59,0,MatchDayMinusOne,40,0:11:52,27,0,0,0:00:00,7.75
Friday,04/10/2024,,MANUEL MARQUEZ,MARQUEZ,EXTREMO,RONDO MEDIO,301.82,0,0,0,0,0,0,0.53,31.31,2.64,1,0,1,3.59,1,3,25.43,19.08,7.1,-0.02,3,32.85,0,MatchDayMinusOne,40,0:11:52,20,0,0,0:00:00,5.14
Friday,04/10/2024,,MANU RAMIREZ,RAMIREZ,EXTREMO,RONDO MEDIO,426.46,1.14,1.69,0,0.1,0,0,0.89,68.79,5.79,9,1.69,6,4.48,6,8,35.93,21.1,17.21,-0.08,8,70.47,0.14,MatchDayMinusOne,40,0:11:52,23,0,1.14,0:00:00,8.18
Friday,04/10/2024,,ALEJANDRO DOMINGO,DOMINGO,EXTREMO,RONDO MEDIO,413.14,0,0,0,0,0,0,1.52,22.81,1.92,2,0,5,4.67,5,3,34.81,15.88,27.56,0.02,3,23.66,0,MatchDayMinusOne,40,0:11:52,22,0,0,0:00:00,9.13
Friday,04/10/2024,,ROJO ,,CENTROCAMPISTA,RONDO MEDIO,383.85,0,0,0,0,0,0,0.44,23.98,2.02,3,0,4,3.48,4,4,32.34,16.74,7.33,0.04,4,25.28,0,MatchDayMinusOne,40,0:11:52,24,0,0,0:00:00,5.94
Friday,04/10/2024,,JESUS SANCHEZ,SANCHEZ,CENTRAL,RONDO MEDIO,454.27,0,0,0,0,0,0,0.26,12.86,1.08,2,0,4,4.11,4,2,38.27,16.6,5.07,0.01,2,14.54,0,MatchDayMinusOne,40,0:11:52,19,0,0,0:00:00,6.7
Friday,04/10/2024,,ANTONIO CALVO,CALVO,CENTROCAMPISTA,RONDO MEDIO,374.17,0,0,0,0,0,0,0.64,23.2,1.95,5,0,5,3.92,5,1,31.52,16.7,10.5,-0.03,1,24.76,0,MatchDayMinusOne,40,0:11:52,19,0,0,0:00:00,6.26
